Unnamed: 0,X,id,date,time,name,size,type,price,month_name
34186,34186,2015-014808,2015-09-05,11:52:59,spicy_ital,L,supreme,20.75,September
34187,34187,2015-014808,2015-09-05,11:52:59,bbq_ckn,S,chicken,12.75,September
34188,34188,2015-014808,2015-09-05,11:52:59,hawaiian,L,classic,16.5,September
34189,34189,2015-014808,2015-09-05,11:52:59,green_garden,S,veggie,12.0,September
34190,34190,2015-014808,2015-09-05,11:52:59,hawaiian,S,classic,10.5,September
34191,34191,2015-014808,2015-09-05,11:52:59,mediterraneo,L,veggie,20.25,September
34192,34192,2015-014809,2015-09-05,11:59:35,pep_msh_pep,L,classic,17.5,September
34193,34193,2015-014810,2015-09-05,12:15:44,spicy_ital,L,supreme,20.75,September
34194,34194,2015-014810,2015-09-05,12:15:44,the_greek,L,classic,20.5,September
34195,34195,2015-014810,2015-09-05,12:15:44,green_garden,S,veggie,12.0,September
34196,34196,2015-014811,2015-09-05,12:33:44,sicilian,L,supreme,20.25,September
34197,34197,2015-014811,2015-09-05,12:33:44,hawaiian,M,classic,13.25,September
34198,34198,2015-014811,2015-09-05,12:33:44,hawaiian,S,classic,10.5,September
34199,34199,2015-014811,2015-09-05,12:33:44,four_cheese,L,veggie,17.95,September
34200,34200,2015-014812,2015-09-05,12:37:30,cali_ckn,M,chicken,16.75,September
34201,34201,2015-014813,2015-09-05,12:51:28,cali_ckn,M,chicken,16.75,September
34202,34202,2015-014814,2015-09-05,13:11:32,hawaiian,S,classic,10.5,September
34203,34203,2015-014815,2015-09-05,13:11:51,brie_carre,S,supreme,23.65,September
34204,34204,2015-014815,2015-09-05,13:11:51,spinach_supr,L,supreme,20.75,September
34205,34205,2015-014815,2015-09-05,13:11:51,napolitana,M,classic,16.0,September
34206,34206,2015-014815,2015-09-05,13:11:51,cali_ckn,S,chicken,12.75,September
34207,34207,2015-014816,2015-09-05,13:31:43,spicy_ital,L,supreme,20.75,September
34208,34208,2015-014816,2015-09-05,13:31:43,sicilian,M,supreme,16.25,September
34209,34209,2015-014816,2015-09-05,13:31:43,pepperoni,S,classic,9.75,September
34210,34210,2015-014816,2015-09-05,13:31:43,mediterraneo,S,veggie,12.0,September
34211,34211,2015-014817,2015-09-05,13:42:31,southw_ckn,L,chicken,20.75,September
34212,34212,2015-014817,2015-09-05,13:42:31,four_cheese,L,veggie,17.95,September
34213,34213,2015-014817,2015-09-05,13:42:31,ckn_alfredo,L,chicken,20.75,September
34214,34214,2015-014818,2015-09-05,14:04:26,mediterraneo,S,veggie,12.0,September
34215,34215,2015-014818,2015-09-05,14:04:26,prsc_argla,M,supreme,16.5,September
34216,34216,2015-014819,2015-09-05,14:08:17,peppr_salami,L,supreme,20.75,September
34217,34217,2015-014819,2015-09-05,14:08:17,ital_supr,M,supreme,16.5,September
34218,34218,2015-014819,2015-09-05,14:08:17,thai_ckn,L,chicken,20.75,September
34219,34219,2015-014819,2015-09-05,14:08:17,ckn_pesto,S,chicken,12.75,September
34220,34220,2015-014819,2015-09-05,14:08:17,classic_dlx,M,classic,16.0,September
34221,34221,2015-014819,2015-09-05,14:08:17,thai_ckn,L,chicken,20.75,September
34222,34222,2015-014819,2015-09-05,14:08:17,hawaiian,L,classic,16.5,September
34223,34223,2015-014819,2015-09-05,14:08:17,sicilian,S,supreme,12.25,September
34224,34224,2015-014819,2015-09-05,14:08:17,ital_veggie,M,veggie,16.75,September
34225,34225,2015-014819,2015-09-05,14:08:17,spicy_ital,L,supreme,20.75,September
34226,34226,2015-014819,2015-09-05,14:08:17,four_cheese,L,veggie,17.95,September
34227,34227,2015-014819,2015-09-05,14:08:17,sicilian,M,supreme,16.25,September
34228,34228,2015-014819,2015-09-05,14:08:17,veggie_veg,M,veggie,16.0,September
34229,34229,2015-014819,2015-09-05,14:08:17,soppressata,L,supreme,20.75,September
34230,34230,2015-014820,2015-09-05,14:15:30,hawaiian,S,classic,10.5,September
34231,34231,2015-014821,2015-09-05,14:30:19,five_cheese,L,veggie,18.5,September
34232,34232,2015-014822,2015-09-05,14:45:09,green_garden,S,veggie,12.0,September
34233,34233,2015-014822,2015-09-05,14:45:09,spicy_ital,L,supreme,20.75,September
34234,34234,2015-014822,2015-09-05,14:45:09,peppr_salami,S,supreme,12.5,September
34235,34235,2015-014823,2015-09-05,14:48:04,pepperoni,M,classic,12.5,September
34236,34236,2015-014823,2015-09-05,14:48:04,pepperoni,L,classic,15.25,September
34237,34237,2015-014823,2015-09-05,14:48:04,green_garden,S,veggie,12.0,September
34238,34238,2015-014823,2015-09-05,14:48:04,veggie_veg,M,veggie,16.0,September
34239,34239,2015-014824,2015-09-05,15:05:25,classic_dlx,S,classic,12.0,September
34240,34240,2015-014824,2015-09-05,15:05:25,veggie_veg,M,veggie,16.0,September
34241,34241,2015-014825,2015-09-05,15:08:03,hawaiian,M,classic,13.25,September
34242,34242,2015-014825,2015-09-05,15:08:03,mexicana,S,veggie,12.0,September
34243,34243,2015-014825,2015-09-05,15:08:03,hawaiian,M,classic,13.25,September
34244,34244,2015-014825,2015-09-05,15:08:03,ital_cpcllo,M,classic,16.0,September
34245,34245,2015-014826,2015-09-05,15:16:54,peppr_salami,L,supreme,20.75,September
34246,34246,2015-014827,2015-09-05,15:38:54,green_garden,S,veggie,12.0,September
34247,34247,2015-014827,2015-09-05,15:38:54,southw_ckn,L,chicken,20.75,September
34248,34248,2015-014828,2015-09-05,15:41:36,pepperoni,M,classic,12.5,September
34249,34249,2015-014828,2015-09-05,15:41:36,bbq_ckn,L,chicken,20.75,September
34250,34250,2015-014829,2015-09-05,15:54:25,thai_ckn,M,chicken,16.75,September
34251,34251,2015-014829,2015-09-05,15:54:25,bbq_ckn,S,chicken,12.75,September
34252,34252,2015-014830,2015-09-05,16:17:31,hawaiian,L,classic,16.5,September
34253,34253,2015-014831,2015-09-05,16:22:10,sicilian,L,supreme,20.25,September
34254,34254,2015-014832,2015-09-05,16:22:21,veggie_veg,S,veggie,12.0,September
34255,34255,2015-014832,2015-09-05,16:22:21,peppr_salami,L,supreme,20.75,September
34256,34256,2015-014832,2015-09-05,16:22:21,mexicana,L,veggie,20.25,September
34257,34257,2015-014832,2015-09-05,16:22:21,big_meat,S,classic,12.0,September
34258,34258,2015-014833,2015-09-05,17:14:04,bbq_ckn,L,chicken,20.75,September
34259,34259,2015-014834,2015-09-05,17:22:11,the_greek,L,classic,20.5,September
34260,34260,2015-014835,2015-09-05,17:32:05,southw_ckn,L,chicken,20.75,September
34261,34261,2015-014836,2015-09-05,17:32:21,pepperoni,S,classic,9.75,September
34262,34262,2015-014836,2015-09-05,17:32:21,mediterraneo,S,veggie,12.0,September
34263,34263,2015-014837,2015-09-05,17:33:04,big_meat,S,classic,12.0,September
34264,34264,2015-014837,2015-09-05,17:33:04,soppressata,L,supreme,20.75,September
34265,34265,2015-014837,2015-09-05,17:33:04,calabrese,M,supreme,16.25,September
34266,34266,2015-014838,2015-09-05,17:34:03,southw_ckn,L,chicken,20.75,September
34267,34267,2015-014839,2015-09-05,17:34:27,the_greek,L,classic,20.5,September
34268,34268,2015-014839,2015-09-05,17:34:27,cali_ckn,M,chicken,16.75,September
34269,34269,2015-014840,2015-09-05,18:06:42,southw_ckn,M,chicken,16.75,September
34270,34270,2015-014840,2015-09-05,18:06:42,thai_ckn,L,chicken,20.75,September
34271,34271,2015-014840,2015-09-05,18:06:42,the_greek,M,classic,16.0,September
34272,34272,2015-014840,2015-09-05,18:06:42,spinach_fet,S,veggie,12.0,September
34273,34273,2015-014841,2015-09-05,18:12:56,ital_supr,L,supreme,20.75,September
34274,34274,2015-014841,2015-09-05,18:12:56,southw_ckn,M,chicken,16.75,September
34275,34275,2015-014842,2015-09-05,18:24:21,ckn_alfredo,L,chicken,20.75,September
34276,34276,2015-014842,2015-09-05,18:24:21,classic_dlx,S,classic,12.0,September
34277,34277,2015-014842,2015-09-05,18:24:21,ital_cpcllo,L,classic,20.5,September
34278,34278,2015-014842,2015-09-05,18:24:21,ital_cpcllo,M,classic,16.0,September
34279,34279,2015-014843,2015-09-05,18:37:38,ckn_alfredo,M,chicken,16.75,September
34280,34280,2015-014843,2015-09-05,18:37:38,classic_dlx,L,classic,20.5,September
34281,34281,2015-014844,2015-09-05,18:48:10,mediterraneo,M,veggie,16.0,September
34282,34282,2015-014845,2015-09-05,19:09:46,spinach_supr,M,supreme,16.5,September
34283,34283,2015-014846,2015-09-05,19:14:51,pepperoni,L,classic,15.25,September
34284,34284,2015-014846,2015-09-05,19:14:51,veggie_veg,M,veggie,16.0,September
34285,34285,2015-014846,2015-09-05,19:14:51,hawaiian,L,classic,16.5,September
34286,34286,2015-014847,2015-09-05,19:16:28,the_greek,M,classic,16.0,September
34287,34287,2015-014847,2015-09-05,19:16:28,spicy_ital,L,supreme,20.75,September
34288,34288,2015-014847,2015-09-05,19:16:28,ital_supr,L,supreme,20.75,September
34289,34289,2015-014848,2015-09-05,19:47:13,soppressata,L,supreme,20.75,September
34290,34290,2015-014849,2015-09-05,19:52:43,hawaiian,S,classic,10.5,September
34291,34291,2015-014849,2015-09-05,19:52:43,four_cheese,L,veggie,17.95,September
34292,34292,2015-014849,2015-09-05,19:52:43,sicilian,S,supreme,12.25,September
34293,34293,2015-014849,2015-09-05,19:52:43,soppressata,L,supreme,20.75,September
34294,34294,2015-014850,2015-09-05,20:05:56,peppr_salami,L,supreme,20.75,September
34295,34295,2015-014850,2015-09-05,20:05:56,pepperoni,L,classic,15.25,September
34296,34296,2015-014851,2015-09-05,20:08:52,bbq_ckn,M,chicken,16.75,September
34297,34297,2015-014851,2015-09-05,20:08:52,bbq_ckn,L,chicken,20.75,September
34298,34298,2015-014852,2015-09-05,20:10:44,five_cheese,L,veggie,18.5,September
34299,34299,2015-014852,2015-09-05,20:10:44,classic_dlx,S,classic,12.0,September
34300,34300,2015-014852,2015-09-05,20:10:44,ital_supr,M,supreme,16.5,September
34301,34301,2015-014853,2015-09-05,20:11:28,bbq_ckn,L,chicken,20.75,September
34302,34302,2015-014853,2015-09-05,20:11:28,ckn_pesto,S,chicken,12.75,September
34303,34303,2015-014853,2015-09-05,20:11:28,sicilian,S,supreme,12.25,September
34304,34304,2015-014854,2015-09-05,20:38:34,ital_cpcllo,S,classic,12.0,September
34305,34305,2015-014854,2015-09-05,20:38:34,mexicana,L,veggie,20.25,September
34306,34306,2015-014855,2015-09-05,20:44:52,four_cheese,L,veggie,17.95,September
34307,34307,2015-014855,2015-09-05,20:44:52,bbq_ckn,S,chicken,12.75,September
34308,34308,2015-014856,2015-09-05,20:46:16,napolitana,L,classic,20.5,September
34309,34309,2015-014856,2015-09-05,20:46:16,four_cheese,M,veggie,14.75,September
34310,34310,2015-014857,2015-09-05,21:08:17,spinach_fet,S,veggie,12.0,September
34311,34311,2015-014858,2015-09-05,21:16:22,brie_carre,S,supreme,23.65,September
34312,34312,2015-014858,2015-09-05,21:16:22,pepperoni,M,classic,12.5,September
34313,34313,2015-014858,2015-09-05,21:16:22,ital_supr,L,supreme,20.75,September
34314,34314,2015-014859,2015-09-05,21:30:11,calabrese,L,supreme,20.25,September
34315,34315,2015-014859,2015-09-05,21:30:11,hawaiian,L,classic,16.5,September
34316,34316,2015-014860,2015-09-05,21:51:05,classic_dlx,L,classic,20.5,September
34317,34317,2015-014860,2015-09-05,21:51:05,soppressata,S,supreme,12.5,September
34318,34318,2015-014860,2015-09-05,21:51:05,ital_supr,M,supreme,16.5,September
34319,34319,2015-014860,2015-09-05,21:51:05,cali_ckn,M,chicken,16.75,September
34320,34320,2015-014861,2015-09-05,21:51:25,thai_ckn,L,chicken,20.75,September
34321,34321,2015-014861,2015-09-05,21:51:25,bbq_ckn,M,chicken,16.75,September
34322,34322,2015-014862,2015-09-05,21:52:48,mexicana,L,veggie,20.25,September
34323,34323,2015-014863,2015-09-05,22:22:24,classic_dlx,M,classic,16.0,September
34324,34324,2015-014863,2015-09-05,22:22:24,prsc_argla,M,supreme,16.5,September
34325,34325,2015-014863,2015-09-05,22:22:24,napolitana,L,classic,20.5,September
34326,34326,2015-014864,2015-09-05,22:27:53,ital_cpcllo,L,classic,20.5,September
34327,34327,2015-014864,2015-09-05,22:27:53,thai_ckn,L,chicken,20.75,September
34328,34328,2015-014865,2015-09-06,11:51:21,mexicana,S,veggie,12.0,September
34329,34329,2015-014866,2015-09-06,12:07:54,napolitana,M,classic,16.0,September
34330,34330,2015-014867,2015-09-06,12:17:57,calabrese,M,supreme,16.25,September
34331,34331,2015-014868,2015-09-06,12:30:22,classic_dlx,S,classic,12.0,September
34332,34332,2015-014869,2015-09-06,12:37:35,ital_veggie,S,veggie,12.75,September
34333,34333,2015-014870,2015-09-06,12:53:39,mexicana,S,veggie,12.0,September
34334,34334,2015-014871,2015-09-06,13:04:40,bbq_ckn,S,chicken,12.75,September
34335,34335,2015-014872,2015-09-06,14:03:33,hawaiian,S,classic,10.5,September
34336,34336,2015-014872,2015-09-06,14:03:33,southw_ckn,L,chicken,20.75,September
34337,34337,2015-014872,2015-09-06,14:03:33,green_garden,M,veggie,16.0,September
34338,34338,2015-014872,2015-09-06,14:03:33,cali_ckn,S,chicken,12.75,September
34339,34339,2015-014872,2015-09-06,14:03:33,sicilian,L,supreme,20.25,September
34340,34340,2015-014872,2015-09-06,14:03:33,five_cheese,L,veggie,18.5,September
34341,34341,2015-014873,2015-09-06,14:31:56,thai_ckn,S,chicken,12.75,September
34342,34342,2015-014874,2015-09-06,14:32:12,prsc_argla,M,supreme,16.5,September
34343,34343,2015-014874,2015-09-06,14:32:12,ital_supr,M,supreme,16.5,September
34344,34344,2015-014874,2015-09-06,14:32:12,hawaiian,S,classic,10.5,September
34345,34345,2015-014874,2015-09-06,14:32:12,green_garden,L,veggie,20.25,September
34346,34346,2015-014874,2015-09-06,14:32:12,bbq_ckn,M,chicken,16.75,September
34347,34347,2015-014874,2015-09-06,14:32:12,thai_ckn,L,chicken,20.75,September
34348,34348,2015-014875,2015-09-06,14:51:40,pepperoni,L,classic,15.25,September
34349,34349,2015-014876,2015-09-06,14:57:04,mexicana,M,veggie,16.0,September
34350,34350,2015-014876,2015-09-06,14:57:04,peppr_salami,L,supreme,20.75,September
34351,34351,2015-014876,2015-09-06,14:57:04,pep_msh_pep,S,classic,11.0,September
34352,34352,2015-014876,2015-09-06,14:57:04,thai_ckn,M,chicken,16.75,September
34353,34353,2015-014876,2015-09-06,14:57:04,sicilian,S,supreme,12.25,September
34354,34354,2015-014877,2015-09-06,15:18:22,ital_supr,M,supreme,16.5,September
34355,34355,2015-014878,2015-09-06,15:30:00,pep_msh_pep,S,classic,11.0,September
34356,34356,2015-014879,2015-09-06,15:56:48,spicy_ital,L,supreme,20.75,September
34357,34357,2015-014880,2015-09-06,16:27:40,cali_ckn,L,chicken,20.75,September
34358,34358,2015-014881,2015-09-06,16:31:04,cali_ckn,S,chicken,12.75,September
34359,34359,2015-014882,2015-09-06,16:43:51,big_meat,S,classic,12.0,September
34360,34360,2015-014882,2015-09-06,16:43:51,spinach_supr,L,supreme,20.75,September
34361,34361,2015-014883,2015-09-06,17:24:24,classic_dlx,L,classic,20.5,September
34362,34362,2015-014883,2015-09-06,17:24:24,napolitana,L,classic,20.5,September
34363,34363,2015-014883,2015-09-06,17:24:24,prsc_argla,M,supreme,16.5,September
34364,34364,2015-014883,2015-09-06,17:24:24,big_meat,S,classic,12.0,September
34365,34365,2015-014884,2015-09-06,17:24:28,southw_ckn,M,chicken,16.75,September
34366,34366,2015-014884,2015-09-06,17:24:28,thai_ckn,L,chicken,20.75,September
34367,34367,2015-014884,2015-09-06,17:24:28,pepperoni,M,classic,12.5,September
34368,34368,2015-014885,2015-09-06,17:24:36,the_greek,XL,classic,25.5,September
34369,34369,2015-014885,2015-09-06,17:24:36,ital_veggie,M,veggie,16.75,September
34370,34370,2015-014886,2015-09-06,17:28:59,brie_carre,S,supreme,23.65,September
34371,34371,2015-014886,2015-09-06,17:28:59,mexicana,L,veggie,20.25,September
34372,34372,2015-014886,2015-09-06,17:28:59,four_cheese,M,veggie,14.75,September
34373,34373,2015-014887,2015-09-06,17:31:00,ital_veggie,S,veggie,12.75,September
34374,34374,2015-014888,2015-09-06,17:34:13,classic_dlx,M,classic,16.0,September
34375,34375,2015-014888,2015-09-06,17:34:13,classic_dlx,M,classic,16.0,September
34376,34376,2015-014889,2015-09-06,17:47:35,hawaiian,M,classic,13.25,September
34377,34377,2015-014889,2015-09-06,17:47:35,napolitana,M,classic,16.0,September
34378,34378,2015-014890,2015-09-06,17:48:54,ital_supr,L,supreme,20.75,September
34379,34379,2015-014890,2015-09-06,17:48:54,soppressata,M,supreme,16.5,September
34380,34380,2015-014891,2015-09-06,17:51:42,veggie_veg,M,veggie,16.0,September
34381,34381,2015-014891,2015-09-06,17:51:42,sicilian,L,supreme,20.25,September
34382,34382,2015-014892,2015-09-06,17:52:54,four_cheese,L,veggie,17.95,September
34383,34383,2015-014893,2015-09-06,17:55:52,ital_cpcllo,S,classic,12.0,September
34384,34384,2015-014894,2015-09-06,18:04:45,five_cheese,L,veggie,18.5,September
34385,34385,2015-014894,2015-09-06,18:04:45,pep_msh_pep,S,classic,11.0,September
34386,34386,2015-014894,2015-09-06,18:04:45,four_cheese,L,veggie,17.95,September
34387,34387,2015-014895,2015-09-06,18:20:12,ital_supr,M,supreme,16.5,September
34388,34388,2015-014895,2015-09-06,18:20:12,spicy_ital,L,supreme,20.75,September
34389,34389,2015-014896,2015-09-06,18:22:21,four_cheese,M,veggie,14.75,September
34390,34390,2015-014897,2015-09-06,18:34:43,bbq_ckn,S,chicken,12.75,September
34391,34391,2015-014897,2015-09-06,18:34:43,pep_msh_pep,S,classic,11.0,September
34392,34392,2015-014897,2015-09-06,18:34:43,ital_cpcllo,L,classic,20.5,September
34393,34393,2015-014897,2015-09-06,18:34:43,classic_dlx,S,classic,12.0,September
34394,34394,2015-014898,2015-09-06,18:42:40,mexicana,M,veggie,16.0,September
34395,34395,2015-014898,2015-09-06,18:42:40,spinach_fet,L,veggie,20.25,September
34396,34396,2015-014899,2015-09-06,18:43:21,four_cheese,L,veggie,17.95,September
34397,34397,2015-014900,2015-09-06,18:44:07,thai_ckn,S,chicken,12.75,September
34398,34398,2015-014901,2015-09-06,19:00:20,hawaiian,L,classic,16.5,September
34399,34399,2015-014902,2015-09-06,19:02:15,ital_supr,L,supreme,20.75,September
34400,34400,2015-014903,2015-09-06,19:27:25,the_greek,M,classic,16.0,September
34401,34401,2015-014903,2015-09-06,19:27:25,ital_supr,M,supreme,16.5,September
34402,34402,2015-014903,2015-09-06,19:27:25,the_greek,XL,classic,25.5,September
34403,34403,2015-014903,2015-09-06,19:27:25,pepperoni,S,classic,9.75,September
34404,34404,2015-014904,2015-09-06,19:28:10,sicilian,M,supreme,16.25,September
34405,34405,2015-014904,2015-09-06,19:28:10,spin_pesto,S,veggie,12.5,September
34406,34406,2015-014905,2015-09-06,19:35:48,five_cheese,L,veggie,18.5,September
34407,34407,2015-014906,2015-09-06,19:47:39,classic_dlx,L,classic,20.5,September
34408,34408,2015-014907,2015-09-06,19:50:05,spinach_supr,L,supreme,20.75,September
34409,34409,2015-014907,2015-09-06,19:50:05,green_garden,S,veggie,12.0,September
34410,34410,2015-014907,2015-09-06,19:50:05,pepperoni,L,classic,15.25,September
34411,34411,2015-014908,2015-09-06,20:45:13,hawaiian,S,classic,10.5,September
34412,34412,2015-014909,2015-09-06,21:09:26,veggie_veg,L,veggie,20.25,September
34413,34413,2015-014909,2015-09-06,21:09:26,four_cheese,L,veggie,17.95,September
34414,34414,2015-014909,2015-09-06,21:09:26,soppressata,S,supreme,12.5,September
34415,34415,2015-014909,2015-09-06,21:09:26,ital_veggie,S,veggie,12.75,September
34416,34416,2015-014910,2015-09-06,21:25:41,southw_ckn,S,chicken,12.75,September
34417,34417,2015-014910,2015-09-06,21:25:41,spinach_fet,L,veggie,20.25,September
34418,34418,2015-014911,2015-09-06,21:50:56,pepperoni,M,classic,12.5,September
34419,34419,2015-014911,2015-09-06,21:50:56,four_cheese,L,veggie,17.95,September
34420,34420,2015-014912,2015-09-07,11:20:50,mexicana,M,veggie,16.0,September
34421,34421,2015-014912,2015-09-07,11:20:50,the_greek,M,classic,16.0,September
34422,34422,2015-014913,2015-09-07,11:47:08,pepperoni,M,classic,12.5,September
34423,34423,2015-014913,2015-09-07,11:47:08,calabrese,L,supreme,20.25,September
34424,34424,2015-014913,2015-09-07,11:47:08,southw_ckn,M,chicken,16.75,September
34425,34425,2015-014913,2015-09-07,11:47:08,mediterraneo,L,veggie,20.25,September
34426,34426,2015-014913,2015-09-07,11:47:08,cali_ckn,L,chicken,20.75,September
34427,34427,2015-014914,2015-09-07,11:56:51,napolitana,M,classic,16.0,September
34428,34428,2015-014915,2015-09-07,11:57:29,peppr_salami,L,supreme,20.75,September
34429,34429,2015-014915,2015-09-07,11:57:29,sicilian,L,supreme,20.25,September
34430,34430,2015-014915,2015-09-07,11:57:29,ital_supr,M,supreme,16.5,September
34431,34431,2015-014915,2015-09-07,11:57:29,mediterraneo,L,veggie,20.25,September
34432,34432,2015-014915,2015-09-07,11:57:29,ckn_pesto,M,chicken,16.75,September
34433,34433,2015-014915,2015-09-07,11:57:29,spin_pesto,M,veggie,16.5,September
34434,34434,2015-014915,2015-09-07,11:57:29,pep_msh_pep,M,classic,14.5,September
34435,34435,2015-014915,2015-09-07,11:57:29,big_meat,S,classic,12.0,September
34436,34436,2015-014915,2015-09-07,11:57:29,cali_ckn,S,chicken,12.75,September
34437,34437,2015-014915,2015-09-07,11:57:29,pep_msh_pep,S,classic,11.0,September
34438,34438,2015-014915,2015-09-07,11:57:29,green_garden,S,veggie,12.0,September
34439,34439,2015-014916,2015-09-07,12:00:31,brie_carre,S,supreme,23.65,September
34440,34440,2015-014917,2015-09-07,12:02:44,bbq_ckn,S,chicken,12.75,September
34441,34441,2015-014918,2015-09-07,12:04:16,green_garden,S,veggie,12.0,September
34442,34442,2015-014919,2015-09-07,12:25:20,pepperoni,L,classic,15.25,September
34443,34443,2015-014919,2015-09-07,12:25:20,prsc_argla,M,supreme,16.5,September
34444,34444,2015-014919,2015-09-07,12:25:20,spinach_fet,M,veggie,16.0,September
34445,34445,2015-014919,2015-09-07,12:25:20,ital_veggie,M,veggie,16.75,September
34446,34446,2015-014920,2015-09-07,12:27:44,ital_cpcllo,L,classic,20.5,September
34447,34447,2015-014921,2015-09-07,12:28:38,five_cheese,L,veggie,18.5,September
34448,34448,2015-014922,2015-09-07,12:40:45,spicy_ital,M,supreme,16.5,September
34449,34449,2015-014922,2015-09-07,12:40:45,southw_ckn,S,chicken,12.75,September
34450,34450,2015-014923,2015-09-07,12:41:12,cali_ckn,S,chicken,12.75,September
34451,34451,2015-014924,2015-09-07,12:47:24,hawaiian,M,classic,13.25,September
34452,34452,2015-014924,2015-09-07,12:47:24,spin_pesto,S,veggie,12.5,September
34453,34453,2015-014925,2015-09-07,12:59:03,southw_ckn,L,chicken,20.75,September
34454,34454,2015-014926,2015-09-07,13:08:31,hawaiian,S,classic,10.5,September
34455,34455,2015-014927,2015-09-07,13:11:44,thai_ckn,S,chicken,12.75,September
34456,34456,2015-014927,2015-09-07,13:11:44,ital_supr,L,supreme,20.75,September
34457,34457,2015-014928,2015-09-07,13:15:10,spicy_ital,M,supreme,16.5,September
34458,34458,2015-014928,2015-09-07,13:15:10,the_greek,L,classic,20.5,September
34459,34459,2015-014929,2015-09-07,13:20:17,hawaiian,L,classic,16.5,September
34460,34460,2015-014930,2015-09-07,13:24:51,spin_pesto,M,veggie,16.5,September
34461,34461,2015-014931,2015-09-07,13:36:36,the_greek,XL,classic,25.5,September
34462,34462,2015-014931,2015-09-07,13:36:36,big_meat,S,classic,12.0,September
34463,34463,2015-014931,2015-09-07,13:36:36,southw_ckn,S,chicken,12.75,September
34464,34464,2015-014931,2015-09-07,13:36:36,spinach_supr,S,supreme,12.5,September
34465,34465,2015-014932,2015-09-07,13:40:40,southw_ckn,L,chicken,20.75,September
34466,34466,2015-014933,2015-09-07,13:41:10,green_garden,S,veggie,12.0,September
34467,34467,2015-014934,2015-09-07,13:58:24,spicy_ital,S,supreme,12.5,September
34468,34468,2015-014935,2015-09-07,14:01:05,spicy_ital,L,supreme,20.75,September
34469,34469,2015-014935,2015-09-07,14:01:05,big_meat,S,classic,12.0,September
34470,34470,2015-014935,2015-09-07,14:01:05,southw_ckn,L,chicken,20.75,September
34471,34471,2015-014936,2015-09-07,14:07:33,classic_dlx,M,classic,16.0,September
34472,34472,2015-014936,2015-09-07,14:07:33,bbq_ckn,S,chicken,12.75,September
34473,34473,2015-014936,2015-09-07,14:07:33,cali_ckn,M,chicken,16.75,September
34474,34474,2015-014937,2015-09-07,14:47:30,pepperoni,S,classic,9.75,September
34475,34475,2015-014937,2015-09-07,14:47:30,southw_ckn,L,chicken,20.75,September
34476,34476,2015-014938,2015-09-07,14:56:16,peppr_salami,M,supreme,16.5,September
34477,34477,2015-014938,2015-09-07,14:56:16,spinach_supr,S,supreme,12.5,September
34478,34478,2015-014938,2015-09-07,14:56:16,green_garden,M,veggie,16.0,September
34479,34479,2015-014938,2015-09-07,14:56:16,sicilian,L,supreme,20.25,September
34480,34480,2015-014938,2015-09-07,14:56:16,hawaiian,S,classic,10.5,September
34481,34481,2015-014938,2015-09-07,14:56:16,peppr_salami,L,supreme,20.75,September
34482,34482,2015-014938,2015-09-07,14:56:16,ital_supr,M,supreme,16.5,September
34483,34483,2015-014938,2015-09-07,14:56:16,peppr_salami,L,supreme,20.75,September
34484,34484,2015-014938,2015-09-07,14:56:16,classic_dlx,M,classic,16.0,September
34485,34485,2015-014938,2015-09-07,14:56:16,spin_pesto,L,veggie,20.75,September
34486,34486,2015-014938,2015-09-07,14:56:16,bbq_ckn,M,chicken,16.75,September
34487,34487,2015-014938,2015-09-07,14:56:16,ital_cpcllo,L,classic,20.5,September
34488,34488,2015-014938,2015-09-07,14:56:16,spinach_fet,S,veggie,12.0,September
34489,34489,2015-014938,2015-09-07,14:56:16,hawaiian,M,classic,13.25,September
34490,34490,2015-014938,2015-09-07,14:56:16,spicy_ital,L,supreme,20.75,September
34491,34491,2015-014939,2015-09-07,15:00:05,five_cheese,L,veggie,18.5,September
34492,34492,2015-014939,2015-09-07,15:00:05,thai_ckn,S,chicken,12.75,September
34493,34493,2015-014939,2015-09-07,15:00:05,southw_ckn,S,chicken,12.75,September
34494,34494,2015-014940,2015-09-07,15:11:29,pep_msh_pep,L,classic,17.5,September
34495,34495,2015-014940,2015-09-07,15:11:29,big_meat,S,classic,12.0,September
34496,34496,2015-014941,2015-09-07,16:08:30,pep_msh_pep,L,classic,17.5,September
34497,34497,2015-014941,2015-09-07,16:08:30,ckn_alfredo,M,chicken,16.75,September
34498,34498,2015-014941,2015-09-07,16:08:30,thai_ckn,L,chicken,20.75,September
34499,34499,2015-014941,2015-09-07,16:08:30,pepperoni,L,classic,15.25,September
34500,34500,2015-014942,2015-09-07,16:24:34,big_meat,S,classic,12.0,September
34501,34501,2015-014943,2015-09-07,16:33:41,ital_supr,L,supreme,20.75,September
34502,34502,2015-014944,2015-09-07,17:02:55,spicy_ital,M,supreme,16.5,September
34503,34503,2015-014945,2015-09-07,17:04:17,prsc_argla,M,supreme,16.5,September
34504,34504,2015-014946,2015-09-07,17:06:04,thai_ckn,L,chicken,20.75,September
34505,34505,2015-014946,2015-09-07,17:06:04,bbq_ckn,S,chicken,12.75,September
34506,34506,2015-014946,2015-09-07,17:06:04,pepperoni,M,classic,12.5,September
34507,34507,2015-014946,2015-09-07,17:06:04,pep_msh_pep,M,classic,14.5,September
34508,34508,2015-014947,2015-09-07,17:07:58,napolitana,S,classic,12.0,September
